"As Of Date","Futures Based On","Futures Month","Futures Year","Unfixed Call Sales (Contracts)","Sales Change From Previous Week","Unfixed Call Purchases (Contracts)","Purchases Change From Previous Week","Open Futures Contracts at Close","Open Change From Previous Week","Source File","DTE","MY"
"2004-11-26","March 2005","March","2005","9664","589","3186","186","53524","-273","deaoncall112604.htm","95","2004"
"2004-11-26","May 2005","May","2005","7079","-150","882","0","9124","259","deaoncall112604.htm","156","2004"
"2004-11-26","July 2005","July","2005","14501","2","511","105*","10068","250","deaoncall112604.htm","217","2004"
"2004-11-26","October 2005","October","2005","2375","187","141","0","134","0","deaoncall112604.htm","309","2005"
"2004-11-26","December 2005","December","2005","3655","-15","402","33","5762","203","deaoncall112604.htm","370","2005"
"2004-11-26","March 2006","March","2006","351","-11","0","0","890","5","deaoncall112604.htm","460","2005"
"2004-11-26","May 2006","May","2006","631","0","0","0","306","1","deaoncall112604.htm","521","2005"
"2004-11-26","July 2006","July","2006","752","0","138","22","100","0","deaoncall112604.htm","582","2005"
"2004-11-26","October 2006","October","2006","54","0","0","0","0","0","deaoncall112604.htm","674","2006"
"2004-11-26","December 2006","December","2006","30","0","0","0","0","0","deaoncall112604.htm","735","2006"
"2004-11-26","March 2007","March","2007","26","13","0","0","0","0","deaoncall112604.htm","825","2006"
"2004-11-26","March 2008","March","2008","13","13","0","0","0","0","deaoncall112604.htm","1191","2007"
"2004-11-26","Totals","","","39252","311","5586","331*","81598","-1893","deaoncall112604.htm","",""
"2009-11-27","December 2009","December","2009","180","-133","12","-174","303","-824","deaoncall112709.htm","4","2009"
"2009-11-27","March 2010","March","2010","21111","5413","3258","-360","130446","1358","deaoncall112709.htm","94","2009"
"2009-11-27","May 2010","May","2010","7851","-1271","544","9","13168","1746","deaoncall112709.htm","155","2009"
"2009-11-27","July 2010","July","2010","10065","370","980","-100","18893","1171","deaoncall112709.htm","216","2009"
"2009-11-27","October 2010","October","2010","1700","-71","0","0","119","6","deaoncall112709.htm","308","2010"
"2009-11-27","December 2010","December","2010","6128","-143","3450","702","11265","1759","deaoncall112709.htm","369","2010"
"2009-11-27","March 2011","March","2011","979","-553","40","40","162","16","deaoncall112709.htm","459","2010"
"2009-11-27","May 2011","May","2011","684","0","272","0","10","0","deaoncall112709.htm","520","2010"
"2009-11-27","July 2011","July","2011","884","0","103","23","429","65","deaoncall112709.htm","581","2010"
"2009-11-27","October 2011","October","2011","0","0","0","0","2","0","deaoncall112709.htm","673","2011"
"2009-11-27","December 2011","December","2011","0","0","379","-48","138","2","deaoncall112709.htm","734","2011"
"2009-11-27","March 2012","March","2012","0","0","13","0","24","0","deaoncall112709.htm","825","2011"
"2009-11-27","May 2012","May","2012","0","0","13","0","0","0","deaoncall112709.htm","886","2011"
"2009-11-27","Totals","","","49582","3612","9064","92","174959","5299","deaoncall112709.htm","",""
"2003-11-28","December 2003","December","2003","5","-49","0","0","104","-278","deaoncall112803.htm","3","2003"
"2003-11-28","March 2004","March","2004","15081","-1338","9785","297","55899","-6329","deaoncall112803.htm","94","2003"
"2003-11-28","May 2004","May","2004","8478","-843","694","-41","13206","-492","deaoncall112803.htm","155","2003"
"2003-11-28","July 2004","July","2004","16237","-979","257","-28","5694","339","deaoncall112803.htm","216","2003"
"2003-11-28","October 2004","October","2004","2191","-92","797","23","345","88","deaoncall112803.htm","308","2004"
"2003-11-28","December 2004","December","2004","3155","-69","1554","0","3981","86","deaoncall112803.htm","369","2004"
"2003-11-28","March 2005","March","2005","1225","26","10","0","703","317","deaoncall112803.htm","459","2004"
"2003-11-28","May 2005","May","2005","1153","-47","0","0","190","81","deaoncall112803.htm","520","2004"
"2003-11-28","July 2005","July","2005","1829","-73","0","0","190","68","deaoncall112803.htm","581","2004"
"2003-11-28","December 2005","December","2005","1275","5*","0","0","0","0","deaoncall112803.htm","734","2005"
"2003-11-28","March 2006","March","2006","74","0","0","0","0","0","deaoncall112803.htm","824","2005"
"2003-11-28","May 2006","May","2006","112","0","0","0","0","0","deaoncall112803.htm","885","2005"
"2003-11-28","July 2006","July","2006","119","0","0","0","0","0","deaoncall112803.htm","946","2005"
"2003-11-28","Totals","","","50934","-3459*","13097","251","80312","-6120","deaoncall112803.htm","",""
"2008-11-28","December 2008","December","2008","117","-919","0","-357*","253","-5951","deaoncall112808.htm","3","2008"
"2008-11-28","March 2009","March","2009","7886","212*","1729","237","80485","-141","deaoncall112808.htm","93","2008"
"2008-11-28","May 2009","May","2009","4965","-7*","1963","19*","14528","911","deaoncall112808.htm","154","2008"
"2008-11-28","July 2009","July","2009","9453","107*","1074","-82","16239","1037","deaoncall112808.htm","215","2008"
"2008-11-28","October 2009","October","2009","999","26","40","0","153","25","deaoncall112808.htm","307","2009"
"2008-11-28","December 2009","December","2009","6244","48*","1089","-18","13590","-359","deaoncall112808.htm","368","2009"
"2008-11-28","March 2010","March","2010","1622","0","176","176","120","0","deaoncall112808.htm","458","2009"
"2008-11-28","May 2010","May","2010","527","29","10","-176","84","-1","deaoncall112808.htm","519","2009"
"2008-11-28","July 2010","July","2010","1114","7","132","0","626","0","deaoncall112808.htm","580","2009"
"2008-11-28","October 2010","October","2010","13","0","0","0","8","0","deaoncall112808.htm","672","2010"
"2008-11-28","December 2010","December","2010","164","7","0","0","907","0","deaoncall112808.htm","733","2010"
"2008-11-28","March 2011","March","2011","42","0","0","0","13","0","deaoncall112808.htm","823","2010"
"2008-11-28","May 2011","May","2011","0","0","5","0","0","0","deaoncall112808.htm","884","2010"
"2008-11-28","Totals","","","33146","-490*","6218","-201*","127006","-4479","deaoncall112808.htm","",""
"2007-11-30","December 2007","December","2007","0","0*","0","-23*","218","-3837","deaoncall113007.htm","1","2007"
"2007-11-30","March 2008","March","2008","18976","-1117*","2588","-97","133270","-6067","deaoncall113007.htm","92","2007"
"2007-11-30","May 2008","May","2008","7992","-274","1053","3*","19995","3592","deaoncall113007.htm","153","2007"
"2007-11-30","July 2008","July","2008","14350","-197*","527","22","20345","1592","deaoncall113007.htm","214","2007"
"2007-11-30","October 2008","October","2008","1802","-100*","126","0","423","23","deaoncall113007.htm","306","2008"
"2007-11-30","December 2008","December","2008","9642","329*","2263","6","34647","2323","deaoncall113007.htm","367","2008"
"2007-11-30","March 2009","March","2009","1332","66","10","0","1110","2","deaoncall113007.htm","457","2008"
"2007-11-30","May 2009","May","2009","238","0","686","0","285","0","deaoncall113007.htm","518","2008"
"2007-11-30","July 2009","July","2009","2229","13","0","0","71","0","deaoncall113007.htm","579","2008"
"2007-11-30","October 2009","October","2009","74","0","0","0","0","0","deaoncall113007.htm","671","2009"
"2007-11-30","December 2009","December","2009","2799","13","53","0","0","0","deaoncall113007.htm","732","2009"
"2007-11-30","March 2010","March","2010","989","0","0","0","0","0","deaoncall113007.htm","822","2009"
"2007-11-30","May 2010","May","2010","53","0","0","0","0","0","deaoncall113007.htm","883","2009"
"2007-11-30","July 2010","July","2010","148","42","0","0","25","25","deaoncall113007.htm","944","2009"
"2007-11-30","December 2010","December","2010","148","42","0","0","0","0","deaoncall113007.htm","1097","2010"
"2007-11-30","March 2011","March","2011","29","29","0","0","0","0","deaoncall113007.htm","1187","2010"
"2007-11-30","Totals","","","60801","-1154*","7306","-89*","210389","-2347","deaoncall113007.htm","",""
"2006-12-01","December 2006","December","2006","0","-22","73","0","763","-1046","deaoncall120106.htm","0","2006"
"2006-12-01","March 2007","March","2007","13106","-905","4469","-245","111808","2104","deaoncall120106.htm","90","2006"
"2006-12-01","May 2007","May","2007","8818","-244","827","-11","18543","2200","deaoncall120106.htm","151","2006"
"2006-12-01","July 2007","July","2007","15587","-128","3876","-113","10376","316","deaoncall120106.htm","212","2006"
"2006-12-01","October 2007","October","2007","3069","-80","149","-13","165","30","deaoncall120106.htm","304","2007"
"2006-12-01","December 2007","December","2007","4863","558","2483","23","17052","1107","deaoncall120106.htm","365","2007"
"2006-12-01","March 2008","March","2008","1230","66","0","0","1025","0","deaoncall120106.htm","456","2007"
"2006-12-01","May 2008","May","2008","167","0","273","-95","110","0","deaoncall120106.htm","517","2007"
"2006-12-01","July 2008","July","2008","1082","-286","457","360","442","14","deaoncall120106.htm","578","2007"
"2006-12-01","October 2008","October","2008","0","0","0","0","6","0","deaoncall120106.htm","670","2008"
"2006-12-01","December 2008","December","2008","547","396","0","0","0","0","deaoncall120106.htm","731","2008"
"2006-12-01","March 2009","March","2009","98","27","0","0","0","0","deaoncall120106.htm","821","2008"
"2006-12-01","March 2010","March","2010","13","0","0","0","0","0","deaoncall120106.htm","1186","2009"
"2006-12-01","Totals","","","48580","-618","12607","-94","160290","4725","deaoncall120106.htm","",""
"2005-12-02","December 2005","December","2005","0","0","47","24","845","-281","deaoncall120205.htm","-1","2005"
"2005-12-02","March 2006","March","2006","15187","-186","4511","125","76113","4138","deaoncall120205.htm","89","2005"
"2005-12-02","May 2006","May","2006","10346","-287","1024","-159","11947","1643","deaoncall120205.htm","150","2005"
"2005-12-02","July 2006","July","2006","14884","592","7340","292","3916","339","deaoncall120205.htm","211","2005"
"2005-12-02","October 2006","October","2006","2475","104","252","26","93","30","deaoncall120205.htm","303","2006"
"2005-12-02","December 2006","December","2006","4348","-551","385","204","2267","433","deaoncall120205.htm","364","2006"
"2005-12-02","March 2007","March","2007","478","-673","0","-295","28","0","deaoncall120205.htm","454","2006"
"2005-12-02","May 2007","May","2007","280","81","290","0","30","0","deaoncall120205.htm","515","2006"
"2005-12-02","July 2007","July","2007","471","144","3500","1535","29","0","deaoncall120205.htm","576","2006"
"2005-12-02","December 2007","December","2007","16","6","1124","88","0","0","deaoncall120205.htm","729","2007"
"2005-12-02","March 2008","March","2008","13","0","0","0","0","0","deaoncall120205.htm","820","2007"
"2005-12-02","May 2008","May","2008","0","0","248","0","0","0","deaoncall120205.htm","881","2007"
"2005-12-02","March 2009","March","2009","13","0","0","0","0","0","deaoncall120205.htm","1185","2008"
"2005-12-02","Totals","","","48511","-770","18721","1840","95268","6302","deaoncall120205.htm","",""
"2004-12-03","December 2004","December","2004","82","-39","326","0","598","-1092","deaoncall120304.htm","-2","2004"
"2004-12-03","March 2005","March","2005","9232","-432","3203","17","56673","3149","deaoncall120304.htm","88","2004"
"2004-12-03","May 2005","May","2005","6879","-200","1538","656","9369","245","deaoncall120304.htm","149","2004"
"2004-12-03","July 2005","July","2005","14553","52","634","123","10311","243","deaoncall120304.htm","210","2004"
"2004-12-03","October 2005","October","2005","2574","199","141","0","272","138","deaoncall120304.htm","302","2005"
"2004-12-03","December 2005","December","2005","3897","242","365","-37","5948","186","deaoncall120304.htm","363","2005"
"2004-12-03","March 2006","March","2006","364","13","0","0","891","1","deaoncall120304.htm","453","2005"
"2004-12-03","May 2006","May","2006","640","9","0","0","306","0","deaoncall120304.htm","514","2005"
"2004-12-03","July 2006","July","2006","759","7","182","44","100","0","deaoncall120304.htm","575","2005"
"2004-12-03","October 2006","October","2006","62","8","0","0","0","0","deaoncall120304.htm","667","2006"
"2004-12-03","December 2006","December","2006","30","0","0","0","0","0","deaoncall120304.htm","728","2006"
"2004-12-03","March 2007","March","2007","26","0","0","0","0","0","deaoncall120304.htm","818","2006"
"2004-12-03","March 2008","March","2008","13","0","0","0","0","0","deaoncall120304.htm","1184","2007"
"2004-12-03","Totals","","","39111","-141","6389","803","84468","2870","deaoncall120304.htm","",""
"2008-12-05","December 2008","December","2008","117","0","0","0","188","-65","deaoncall120508.htm","-4","2008"
"2008-12-05","March 2009","March","2009","7545","-341","1755","26","79919","-566","deaoncall120508.htm","86","2008"
"2008-12-05","May 2009","May","2009","4955","-10","2195","232","17196","2668","deaoncall120508.htm","147","2008"
"2008-12-05","July 2009","July","2009","9246","-207","1430","356","16763","524","deaoncall120508.htm","208","2008"
"2008-12-05","October 2009","October","2009","950","-49","40","0","240","87","deaoncall120508.htm","300","2009"
"2008-12-05","December 2009","December","2009","6062","-182","1245","156","13886","296","deaoncall120508.htm","361","2009"
"2008-12-05","March 2010","March","2010","1622","0","176","0","149","29","deaoncall120508.htm","451","2009"
"2008-12-05","May 2010","May","2010","535","8","10","0","109","25","deaoncall120508.htm","512","2009"
"2008-12-05","July 2010","July","2010","1135","21","310","178","623","-3","deaoncall120508.htm","573","2009"
"2008-12-05","October 2010","October","2010","13","0","0","0","8","0","deaoncall120508.htm","665","2010"
"2008-12-05","December 2010","December","2010","164","0","0","0","907","0","deaoncall120508.htm","726","2010"
"2008-12-05","March 2011","March","2011","42","0","0","0","13","0","deaoncall120508.htm","816","2010"
"2008-12-05","May 2011","May","2011","0","0","5","0","0","0","deaoncall120508.htm","877","2010"
"2008-12-05","Totals","","","32386","-760","7166","948","130001","2995","deaoncall120508.htm","",""
"2007-12-07","December 2007","December","2007","0","0","0","0","2","-216","deaoncall120707.htm","-6","2007"
"2007-12-07","March 2008","March","2008","19244","44*","2866","278","131032","-2238","deaoncall120707.htm","85","2007"
"2007-12-07","May 2008","May","2008","8395","403","1186","133","21231","1236","deaoncall120707.htm","146","2007"
"2007-12-07","July 2008","July","2008","14858","508","620","93","21465","1120","deaoncall120707.htm","207","2007"
"2007-12-07","October 2008","October","2008","2127","325","126","0","430","7","deaoncall120707.htm","299","2008"
"2007-12-07","December 2008","December","2008","9772","130","2239","-24","37036","2389","deaoncall120707.htm","360","2008"
"2007-12-07","March 2009","March","2009","1399","67","0","-10","1154","44","deaoncall120707.htm","450","2008"
"2007-12-07","May 2009","May","2009","238","0","686","0","311","26","deaoncall120707.htm","511","2008"
"2007-12-07","July 2009","July","2009","2295","66","0","0","95","24","deaoncall120707.htm","572","2008"
"2007-12-07","October 2009","October","2009","74","0","0","0","0","0","deaoncall120707.htm","664","2009"
"2007-12-07","December 2009","December","2009","2865","66","53","0","47","47","deaoncall120707.htm","725","2009"
"2007-12-07","March 2010","March","2010","989","0","0","0","30","30","deaoncall120707.htm","815","2009"
"2007-12-07","May 2010","May","2010","53","0","0","0","0","0","deaoncall120707.htm","876","2009"
"2007-12-07","July 2010","July","2010","148","0","0","0","25","0","deaoncall120707.htm","937","2009"
"2007-12-07","December 2010","December","2010","148","0","0","0","0","0","deaoncall120707.htm","1090","2010"
"2007-12-07","March 2011","March","2011","29","0","0","0","0","0","deaoncall120707.htm","1180","2010"
"2007-12-07","Totals","","","62634","1609*","7776","470","212858","2469","deaoncall120707.htm","",""
"2006-12-08","December 2006","December","2006","0","0","0","-73","112","-651","deaoncall120806.htm","-7","2006"
"2006-12-08","March 2007","March","2007","13481","375","4598","129","112025","217","deaoncall120806.htm","83","2006"
"2006-12-08","May 2007","May","2007","9029","211","845","18","18962","419","deaoncall120806.htm","144","2006"
"2006-12-08","July 2007","July","2007","15660","73","3888","12","10688","312","deaoncall120806.htm","205","2006"
"2006-12-08","October 2007","October","2007","3274","205","149","0","185","20","deaoncall120806.htm","297","2007"
"2006-12-08","December 2007","December","2007","5105","242","2483","0","17507","455","deaoncall120806.htm","358","2007"
"2006-12-08","March 2008","March","2008","1297","67","44","44","1118","93","deaoncall120806.htm","449","2007"
"2006-12-08","May 2008","May","2008","200","33","273","0","110","0","deaoncall120806.htm","510","2007"
"2006-12-08","July 2008","July","2008","1506","424","457","0","449","7","deaoncall120806.htm","571","2007"
"2006-12-08","October 2008","October","2008","54","54","0","0","11","5","deaoncall120806.htm","663","2008"
"2006-12-08","December 2008","December","2008","297","-250","0","0","0","0","deaoncall120806.htm","724","2008"
"2006-12-08","March 2009","March","2009","98","0","0","0","0","0","deaoncall120806.htm","814","2008"
"2006-12-08","March 2010","March","2010","13","0","0","0","0","0","deaoncall120806.htm","1179","2009"
"2006-12-08","Totals","","","50014","1434","12737","130","161167","877","deaoncall120806.htm","",""
"2005-12-09","December 2005","December","2005","0","0","0","-47","65","-780","deaoncall120905.htm","-8","2005"
"2005-12-09","March 2006","March","2006","15367","180","5025","514","79585","3472","deaoncall120905.htm","82","2005"
"2005-12-09","May 2006","May","2006","10437","91","1115","91","13569","1622","deaoncall120905.htm","143","2005"
"2005-12-09","July 2006","July","2006","15146","262","7165","-175","3948","32","deaoncall120905.htm","204","2005"
"2005-12-09","October 2006","October","2006","2552","77","274","22","93","0","deaoncall120905.htm","296","2006"
"2005-12-09","December 2006","December","2006","5343","995","385","0","2699","432","deaoncall120905.htm","357","2006"
"2005-12-09","March 2007","March","2007","551","73","0","0","28","0","deaoncall120905.htm","447","2006"
"2005-12-09","May 2007","May","2007","306","26","290","0","30","0","deaoncall120905.htm","508","2006"
"2005-12-09","July 2007","July","2007","471","0","4386","886","29","0","deaoncall120905.htm","569","2006"
"2005-12-09","December 2007","December","2007","16","0","0","-1124","0","0","deaoncall120905.htm","722","2007"
"2005-12-09","March 2008","March","2008","13","0","0","0","0","0","deaoncall120905.htm","813","2007"
"2005-12-09","May 2008","May","2008","0","0","248","0","0","0","deaoncall120905.htm","874","2007"
"2005-12-09","March 2009","March","2009","13","0","0","0","0","0","deaoncall120905.htm","1178","2008"
"2005-12-09","Totals","","","50215","1704","18888","167","100046","4778","deaoncall120905.htm","",""
"2004-12-10","December 2004","December","2004","0","-82","165","-161","399","-199","deaoncall121004.htm","-9","2004"
"2004-12-10","March 2005","March","2005","8727","-505","2805","-398","58081","1408","deaoncall121004.htm","81","2004"
"2004-12-10","May 2005","May","2005","7018","139","1174","-364","9813","444","deaoncall121004.htm","142","2004"
"2004-12-10","July 2005","July","2005","14098","-455","641","7","10394","83","deaoncall121004.htm","203","2004"
"2004-12-10","October 2005","October","2005","2597","23","141","0","274","2","deaoncall121004.htm","295","2005"
"2004-12-10","December 2005","December","2005","3899","2","366","1","6345","397","deaoncall121004.htm","356","2005"
"2004-12-10","March 2006","March","2006","437","73","0","0","892","1","deaoncall121004.htm","446","2005"
"2004-12-10","May 2006","May","2006","711","71","0","0","356","50","deaoncall121004.htm","507","2005"
"2004-12-10","July 2006","July","2006","842","83","182","0","100","0","deaoncall121004.htm","568","2005"
"2004-12-10","October 2006","October","2006","92","30","0","0","0","0","deaoncall121004.htm","660","2006"
"2004-12-10","December 2006","December","2006","50","20","0","0","0","0","deaoncall121004.htm","721","2006"
"2004-12-10","March 2007","March","2007","26","0","0","0","0","0","deaoncall121004.htm","811","2006"
"2004-12-10","March 2008","March","2008","13","0","0","0","0","0","deaoncall121004.htm","1177","2007"
"2004-12-10","Totals","","","38510","-601","5474","-915","86654","2186","deaoncall121004.htm","",""
"2003-12-12","December 2003","December","2003","0","-5","0","0","0","-32","deaoncall121203.htm","-11","2003"
"2003-12-12","March 2004","March","2004","16084","1143","11183","1449","54523","-463","deaoncall121203.htm","80","2003"
"2003-12-12","May 2004","May","2004","8378","-258","665","-19","12571","-478","deaoncall121203.htm","141","2003"
"2003-12-12","July 2004","July","2004","16628","139","195","-32","5683","-46","deaoncall121203.htm","202","2003"
"2003-12-12","October 2004","October","2004","2318","8","992","-18","335","0","deaoncall121203.htm","294","2004"
"2003-12-12","December 2004","December","2004","3271","-216","1943","30","4285","311","deaoncall121203.htm","355","2004"
"2003-12-12","March 2005","March","2005","1294","0","0","-10","702","-1","deaoncall121203.htm","445","2004"
"2003-12-12","May 2005","May","2005","1144","-9","0","0","205","15","deaoncall121203.htm","506","2004"
"2003-12-12","July 2005","July","2005","1856","0","0","0","190","0","deaoncall121203.htm","567","2004"
"2003-12-12","December 2005","December","2005","1270","0","0","0","0","0","deaoncall121203.htm","720","2005"
"2003-12-12","March 2006","March","2006","74","0","0","0","0","0","deaoncall121203.htm","810","2005"
"2003-12-12","May 2006","May","2006","112","0","0","0","0","0","deaoncall121203.htm","871","2005"
"2003-12-12","July 2006","July","2006","119","0","0","0","0","0","deaoncall121203.htm","932","2005"
"2003-12-12","Totals","","","52548","802","14978","1400","78494","-694","deaoncall121203.htm","",""
"2008-12-12","December 2008","December","2008","0","-117","0","0","139","-49","deaoncall121208.htm","-11","2008"
"2008-12-12","March 2009","March","2009","7784","231*","1744","-3*","75095","-4824","deaoncall121208.htm","79","2008"
"2008-12-12","May 2009","May","2009","5147","180*","2194","-1","19242","2046","deaoncall121208.htm","140","2008"
"2008-12-12","July 2009","July","2009","9538","292","1432","1*","17684","921","deaoncall121208.htm","201","2008"
"2008-12-12","October 2009","October","2009","915","-35","40","0","240","0","deaoncall121208.htm","293","2009"
"2008-12-12","December 2009","December","2009","6110","48","1270","25","14309","423","deaoncall121208.htm","354","2009"
"2008-12-12","March 2010","March","2010","1622","0","176","0","146","-3","deaoncall121208.htm","444","2009"
"2008-12-12","May 2010","May","2010","535","0","10","0","109","0","deaoncall121208.htm","505","2009"
"2008-12-12","July 2010","July","2010","1135","0","310","0","623","0","deaoncall121208.htm","566","2009"
"2008-12-12","October 2010","October","2010","13","0","0","0","8","0","deaoncall121208.htm","658","2010"
"2008-12-12","December 2010","December","2010","164","0","0","0","963","56","deaoncall121208.htm","719","2010"
"2008-12-12","March 2011","March","2011","42","0","0","0","13","0","deaoncall121208.htm","809","2010"
"2008-12-12","May 2011","May","2011","0","0","5","0","0","0","deaoncall121208.htm","870","2010"
"2008-12-12","Totals","","","33005","599*","7181","22*","128571","-1430","deaoncall121208.htm","",""
"2007-12-14","December 2007","December","2007","0","0","0","0","0","-2","deaoncall121407.htm","-13","2007"
"2007-12-14","March 2008","March","2008","19475","231","2786","-80","133118","2086","deaoncall121407.htm","78","2007"
"2007-12-14","May 2008","May","2008","8715","320","1111","-75","21966","735","deaoncall121407.htm","139","2007"
"2007-12-14","July 2008","July","2008","15277","419","682","62","22154","689","deaoncall121407.htm","200","2007"
"2007-12-14","October 2008","October","2008","2159","32","126","0","430","0","deaoncall121407.htm","292","2008"
"2007-12-14","December 2008","December","2008","10399","627","2286","47","39766","2730","deaoncall121407.htm","353","2008"
"2007-12-14","March 2009","March","2009","1354","-45","0","0","1220","66","deaoncall121407.htm","443","2008"
"2007-12-14","May 2009","May","2009","243","5","738","52","311","0","deaoncall121407.htm","504","2008"
"2007-12-14","July 2009","July","2009","2392","97","35","35","96","1","deaoncall121407.htm","565","2008"
"2007-12-14","October 2009","October","2009","74","0","0","0","0","0","deaoncall121407.htm","657","2009"
"2007-12-14","December 2009","December","2009","3173","308","141","88","105","58","deaoncall121407.htm","718","2009"
"2007-12-14","March 2010","March","2010","989","0","0","0","30","0","deaoncall121407.htm","808","2009"
"2007-12-14","May 2010","May","2010","53","0","0","0","0","0","deaoncall121407.htm","869","2009"
"2007-12-14","July 2010","July","2010","148","0","0","0","25","0","deaoncall121407.htm","930","2009"
"2007-12-14","December 2010","December","2010","148","0","0","0","0","0","deaoncall121407.htm","1083","2010"
"2007-12-14","March 2011","March","2011","29","0","0","0","0","0","deaoncall121407.htm","1173","2010"
"2007-12-14","Totals","","","64628","1994","7905","129","219221","6363","deaoncall121407.htm","",""
"2006-12-15","December 2006","December","2006","0","0","0","0","0","-112","deaoncall121506.htm","-14","2006"
"2006-12-15","March 2007","March","2007","14576","1095","4766","168","113507","1482","deaoncall121506.htm","76","2006"
"2006-12-15","May 2007","May","2007","9949","920","1005","160","21222","2260","deaoncall121506.htm","137","2006"
"2006-12-15","July 2007","July","2007","16430","770","3888","0","11313","625","deaoncall121506.htm","198","2006"
"2006-12-15","October 2007","October","2007","4038","764","136","-13","187","2","deaoncall121506.htm","290","2007"
"2006-12-15","December 2007","December","2007","5853","748","2494","11","18877","1370","deaoncall121506.htm","351","2007"
"2006-12-15","March 2008","March","2008","1464","167","11","-33","1168","50","deaoncall121506.htm","442","2007"
"2006-12-15","May 2008","May","2008","200","0","273","0","115","5","deaoncall121506.htm","503","2007"
"2006-12-15","July 2008","July","2008","1546","40","457","0","452","3","deaoncall121506.htm","564","2007"
"2006-12-15","October 2008","October","2008","54","0","0","0","22","11","deaoncall121506.htm","656","2008"
"2006-12-15","December 2008","December","2008","297","0","0","0","0","0","deaoncall121506.htm","717","2008"
"2006-12-15","March 2009","March","2009","98","0","0","0","0","0","deaoncall121506.htm","807","2008"
"2006-12-15","March 2010","March","2010","13","0","0","0","0","0","deaoncall121506.htm","1172","2009"
"2006-12-15","Totals","","","54518","4504","13030","293","166863","5696","deaoncall121506.htm","",""
"2005-12-16","December 2005","December","2005","0","0","0","0","0","-65","deaoncall121605.htm","-15","2005"
"2005-12-16","March 2006","March","2006","15105","-262","6212","1187","79361","-224","deaoncall121605.htm","75","2005"
"2005-12-16","May 2006","May","2006","10341","-96","1194","79","14105","536","deaoncall121605.htm","136","2005"
"2005-12-16","July 2006","July","2006","15127","-19","7202","37","4163","215","deaoncall121605.htm","197","2005"
"2005-12-16","October 2006","October","2006","2620","68","274","0","93","0","deaoncall121605.htm","289","2006"
"2005-12-16","December 2006","December","2006","5252","-91","473","88","3093","394","deaoncall121605.htm","350","2006"
"2005-12-16","March 2007","March","2007","551","0","0","0","28","0","deaoncall121605.htm","440","2006"
"2005-12-16","May 2007","May","2007","306","0","290","0","27","-3","deaoncall121605.htm","501","2006"
"2005-12-16","July 2007","July","2007","471","0","4404","18","29","0","deaoncall121605.htm","562","2006"
"2005-12-16","December 2007","December","2007","10","-6","0","0","0","0","deaoncall121605.htm","715","2007"
"2005-12-16","March 2008","March","2008","13","0","0","0","0","0","deaoncall121605.htm","806","2007"
"2005-12-16","May 2008","May","2008","0","0","248","0","0","0","deaoncall121605.htm","867","2007"
"2005-12-16","March 2009","March","2009","13","0","0","0","0","0","deaoncall121605.htm","1171","2008"
"2005-12-16","Totals","","","49809","-406","20297","1409","100899","853","deaoncall121605.htm","",""
"2004-12-17","December 2004","December","2004","0","0","0","-165","0","-399","deaoncall121704.htm","-16","2004"
"2004-12-17","March 2005","March","2005","8610","-117","2946","141","55408","-2673","deaoncall121704.htm","74","2004"
"2004-12-17","May 2005","May","2005","7017","-1","1193","19","10057","244","deaoncall121704.htm","135","2004"
"2004-12-17","July 2005","July","2005","13928","-170","676","35","10673","279","deaoncall121704.htm","196","2004"
"2004-12-17","October 2005","October","2005","2608","11","141","0","274","0","deaoncall121704.htm","288","2005"
"2004-12-17","December 2005","December","2005","3974","75","384","18","6509","164","deaoncall121704.htm","349","2005"
"2004-12-17","March 2006","March","2006","461","24","0","0","933","41","deaoncall121704.htm","439","2005"
"2004-12-17","May 2006","May","2006","872","161","0","0","412","56","deaoncall121704.htm","500","2005"
"2004-12-17","July 2006","July","2006","929","87","182","0","161","61","deaoncall121704.htm","561","2005"
"2004-12-17","October 2006","October","2006","92","0","0","0","0","0","deaoncall121704.htm","653","2006"
"2004-12-17","December 2006","December","2006","134","84","0","0","0","0","deaoncall121704.htm","714","2006"
"2004-12-17","March 2007","March","2007","26","0","0","0","0","0","deaoncall121704.htm","804","2006"
"2004-12-17","March 2008","March","2008","13","0","0","0","0","0","deaoncall121704.htm","1170","2007"
"2004-12-17","Totals","","","38664","154","5522","48","84427","-2227","deaoncall121704.htm","",""
"2003-12-19","March 2004","March","2004","14167","-1916*","9792","-1391","55047","524","deaoncall121903.htm","73","2003"
"2003-12-19","May 2004","May","2004","8451","52*","713","48","12326","-245","deaoncall121903.htm","134","2003"
"2003-12-19","July 2004","July","2004","16584","-44","194","-1","5778","95","deaoncall121903.htm","195","2003"
"2003-12-19","October 2004","October","2004","2318","0","992","0","338","3","deaoncall121903.htm","287","2004"
"2003-12-19","December 2004","December","2004","3256","-15","2094","151","4265","-20","deaoncall121903.htm","348","2004"
"2003-12-19","March 2005","March","2005","1245","-49","8","8","702","0","deaoncall121903.htm","438","2004"
"2003-12-19","May 2005","May","2005","1144","0","0","0","210","5","deaoncall121903.htm","499","2004"
"2003-12-19","July 2005","July","2005","1856","0","0","0","190","0","deaoncall121903.htm","560","2004"
"2003-12-19","December 2005","December","2005","1270","0","0","0","0","0","deaoncall121903.htm","713","2005"
"2003-12-19","March 2006","March","2006","74","0","0","0","0","0","deaoncall121903.htm","803","2005"
