"As Of Date","Futures Based On","Futures Month","Futures Year","Unfixed Call Sales (Contracts)","Sales Change From Previous Week","Unfixed Call Purchases (Contracts)","Purchases Change From Previous Week","Open Futures Contracts at Close","Open Change From Previous Week","Source File","DTE","MY"
"2008-07-04","March 2010","March","2010","1424","13","0","0","50","0","deaoncall070408.htm","605","2009"
"2008-07-04","May 2010","May","2010","410","13","10","0","30","0","deaoncall070408.htm","666","2009"
"2008-07-04","July 2010","July","2010","578","0","132","0","1330","0","deaoncall070408.htm","727","2009"
"2008-07-04","October 2010","October","2010","0","0","0","0","9","0","deaoncall070408.htm","819","2010"
"2008-07-04","December 2010","December","2010","148","0","0","0","233","0","deaoncall070408.htm","880","2010"
"2008-07-04","March 2011","March","2011","42","0","0","0","10","0","deaoncall070408.htm","970","2010"
"2008-07-04","Totals","","","60207","3918","12594","162","219065","3161","deaoncall070408.htm","",""
"2007-07-06","July 2007","July","2007","0","0","0","0","1","-26","deaoncall070607.htm","-5","2006"
"2007-07-06","October 2007","October","2007","6167","51","497","253*","7395","361","deaoncall070607.htm","87","2007"
"2007-07-06","December 2007","December","2007","17006","251*","8051","-155","161576","4562","deaoncall070607.htm","148","2007"
"2007-07-06","March 2008","March","2008","9180","184","251","0","31929","1005","deaoncall070607.htm","239","2007"
"2007-07-06","May 2008","May","2008","3694","95","475","113","2135","349","deaoncall070607.htm","300","2007"
"2007-07-06","July 2008","July","2008","8217","165","631","-9","3387","35","deaoncall070607.htm","361","2007"
"2007-07-06","October 2008","October","2008","439","31","0","0","87","25","deaoncall070607.htm","453","2008"
"2007-07-06","December 2008","December","2008","4050","128","331","-44","4866","1225","deaoncall070607.htm","514","2008"
"2007-07-06","March 2009","March","2009","783","-5","508","0","160","0","deaoncall070607.htm","604","2008"
"2007-07-06","May 2009","May","2009","57","-5","0","0","192","0","deaoncall070607.htm","665","2008"
"2007-07-06","July 2009","July","2009","204","-3","53","0","0","0","deaoncall070607.htm","726","2008"
"2007-07-06","October 2009","October","2009","74","0","0","0","0","0","deaoncall070607.htm","818","2009"
"2007-07-06","December 2009","December","2009","514","110","44","0","0","0","deaoncall070607.htm","879","2009"
"2007-07-06","March 2010","March","2010","254","0","0","0","0","0","deaoncall070607.htm","969","2009"
"2007-07-06","May 2010","May","2010","13","0","0","0","0","0","deaoncall070607.htm","1030","2009"
"2007-07-06","Totals","","","50652","1002*","10841","158*","211728","7536","deaoncall070607.htm","",""
"2006-07-07","July 2006","July","2006","1","-105","0","0","32","-74","deaoncall070706.htm","-6","2005"
"2006-07-07","October 2006","October","2006","2940","-496","1028","-9","5375","-338","deaoncall070706.htm","86","2006"
"2006-07-07","December 2006","December","2006","11776","-186","21677","220","127973","846","deaoncall070706.htm","147","2006"
"2006-07-07","March 2007","March","2007","5348","-29","331","60","22247","1615","deaoncall070706.htm","237","2006"
"2006-07-07","May 2007","May","2007","2642","3","320","0","1144","15","deaoncall070706.htm","298","2006"
"2006-07-07","July 2007","July","2007","6385","-53","4330","83","2202","-104","deaoncall070706.htm","359","2006"
"2006-07-07","October 2007","October","2007","518","11","0","0","44","15","deaoncall070706.htm","451","2007"
"2006-07-07","December 2007","December","2007","1540","7","653","15","2465","54","deaoncall070706.htm","512","2007"
"2006-07-07","March 2008","March","2008","524","0","0","0","581","0","deaoncall070706.htm","603","2007"
"2006-07-07","May 2008","May","2008","26","0","273","0","35","0","deaoncall070706.htm","664","2007"
"2006-07-07","July 2008","July","2008","79","0","40","0","0","0","deaoncall070706.htm","725","2007"
"2006-07-07","December 2008","December","2008","40","0","0","0","0","0","deaoncall070706.htm","878","2008"
"2006-07-07","March 2009","March","2009","13","0","0","0","0","0","deaoncall070706.htm","968","2008"
"2006-07-07","Totals","","","31832","-848","28652","369","162098","2029","deaoncall070706.htm","",""
"2005-07-08","July 2005","July","2005","13","0","0","-113","27","-1682","deaoncall070805.htm","-7","2004"
"2005-07-08","October 2005","October","2005","4019","-275","1451","-66","6647","-71","deaoncall070805.htm","85","2005"
"2005-07-08","December 2005","December","2005","10510","270","11176","-904","75042","1432","deaoncall070805.htm","146","2005"
"2005-07-08","March 2006","March","2006","8310","-81","239","15","7137","384","deaoncall070805.htm","236","2005"
"2005-07-08","May 2006","May","2006","5290","20","631","4","1289","-3","deaoncall070805.htm","297","2005"
"2005-07-08","July 2006","July","2006","7669","114","3020","72","1645","44","deaoncall070805.htm","358","2005"
"2005-07-08","October 2006","October","2006","1267","-103","800","485","0","0","deaoncall070805.htm","450","2006"
"2005-07-08","December 2006","December","2006","2983","-13","483","-498","304","79","deaoncall070805.htm","511","2006"
"2005-07-08","March 2007","March","2007","139","0","384","-211","0","0","deaoncall070805.htm","601","2006"
"2005-07-08","May 2007","May","2007","77","0","30","0","0","0","deaoncall070805.htm","662","2006"
"2005-07-08","July 2007","July","2007","225","141","668","179","0","0","deaoncall070805.htm","723","2006"
"2005-07-08","December 2007","December","2007","0","0","381","381","0","0","deaoncall070805.htm","876","2007"
"2005-07-08","March 2008","March","2008","13","0","0","0","0","0","deaoncall070805.htm","967","2007"
"2005-07-08","May 2008","May","2008","0","0","48","0","0","0","deaoncall070805.htm","1028","2007"
"2005-07-08","March 2009","March","2009","13","0","0","0","0","0","deaoncall070805.htm","1332","2008"
"2005-07-08","Totals","","","40528","73","19311","-656","92091","183","deaoncall070805.htm","",""
"2004-07-09","July 2004","July","2004","23","-60","6","-44","0","-105","deaoncall070904.htm","-8","2003"
"2004-07-09","October 2004","October","2004","1519","300","2350","460","3842","49","deaoncall070904.htm","84","2004"
"2004-07-09","December 2004","December","2004","7982","-99","9372","255","55075","1284","deaoncall070904.htm","145","2004"
"2004-07-09","March 2005","March","2005","9127","299","162","-11","11485","311","deaoncall070904.htm","235","2004"
"2004-07-09","May 2005","May","2005","7952","806*","817","614","2331","45","deaoncall070904.htm","296","2004"
"2004-07-09","July 2005","July","2005","14598","514*","114","-3","1518","127","deaoncall070904.htm","357","2004"
"2004-07-09","October 2005","October","2005","885","37","0","0","24","0","deaoncall070904.htm","449","2005"
"2004-07-09","December 2005","December","2005","2347","197*","0","0","1272","107","deaoncall070904.htm","510","2005"
"2004-07-09","March 2006","March","2006","191","9","0","0","79","0","deaoncall070904.htm","600","2005"
"2004-07-09","May 2006","May","2006","529","0","0","0","0","0","deaoncall070904.htm","661","2005"
"2004-07-09","July 2006","July","2006","663","0","50","0","0","0","deaoncall070904.htm","722","2005"
"2004-07-09","October 2006","October","2006","27","0","0","0","0","0","deaoncall070904.htm","814","2006"
